claim1_id,claim1_arxiv,claim1_title,claim1_text,claim1_condition,claim1_citations,claim1_confidence,claim2_id,claim2_arxiv,claim2_title,claim2_text,claim2_condition,claim2_citations,claim2_confidence,group_key,strategy,contradiction_type,classification_reason
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,10,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,No_Contradiction,"The two claims are about different domains (math/formal logic vs. sleep), so they do not contradict each other and are not directly comparable."
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,11,2601.03649,SyncThink: A Training-Free Strategy to Align Inference Termination with Reasoning Saturation,Chain-of-Thought improves Arithmetic Accuracy,"gpqa, qwen2.5-7b",3,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,No_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, with the second claim simply being a specific instance of the first claim's broader conditions, so they agree rather than contradict."
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,12,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the specific experimental conditions (one is broad across multiple models and datasets, the other is narrow to mgsm, qwen instruct, and cot-struct), so the apparent difference is due to different experimental setups rather than a contradiction in the core finding."
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,13,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,No_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they refer to different experimental conditions (one covers multiple models and datasets, the other specifies system-2 benchmarks and the Qwen model), so they do not contradict each other."
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,14,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20)
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the specific experimental conditions (one uses general math/logic tasks with multiple models/datasets, while the other specifies a particular tag configuration and the QWQ model), so the apparent difference is due to different experimental setups rather than a contradiction in the core finding."
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20)
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ in experimental conditions (different datasets and models), so the apparent contradiction is due to differing setups rather than a direct dispute."
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k vs halueval datasets and slightly different model specifications), so the apparent difference is due to different experimental setups."
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets, models, and settings), so the apparent contradiction is due to different experimental setups rather than a genuine disagreement."
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.25)
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,10,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only because they were tested under different experimental conditions (gsm8k dataset with gpt-3.5-turbo-0301 vs. sleepcot in the sleep domain), so the apparent contradiction is due to differing setups rather than a genuine disagreement."
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,11,2601.03649,SyncThink: A Training-Free Strategy to Align Inference Termination with Reasoning Saturation,Chain-of-Thought improves Arithmetic Accuracy,"gpqa, qwen2.5-7b",3,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they use different experimental conditions (gsm8k vs gpqa datasets and gpt-3.5-turbo-0301 vs qwen2.5-7b models), so any apparent difference is due to the different setups rather than a contradiction in the core claim."
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,12,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets and models), so they would likely agree under the same conditions."
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,13,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets and models), so the apparent difference is due to the specific setups rather than a genuine contradiction."
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,14,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20)
4,2403.06932,ERA-CoT: Improving Chain-of-Thought through Entity Relationship Analysis,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5-turbo-0301",38,5,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k with gpt-3.5-turbo-0301 vs. tag configuration with qwq), so the apparent difference is due to different setups rather than a genuine contradiction."
5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ in experimental conditions (different datasets and models), so any apparent contradiction is due to these differing setups rather than a genuine scientific dispute."
5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k vs halueval dataset and gpt-3.5 vs gpt-3.5-turbo model), so the apparent difference is due to different setups rather than a contradiction in the core finding."
5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets, models, and settings), so the apparent difference is due to these varying setups rather than any contradiction in the core claim."
5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.25)
5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,10,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k dataset with GPT-3.5 vs. sleepcot in the sleep domain), so the apparent difference is due to different experimental setups rather than a genuine contradiction."
5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,11,2601.03649,SyncThink: A Training-Free Strategy to Align Inference Termination with Reasoning Saturation,Chain-of-Thought improves Arithmetic Accuracy,"gpqa, qwen2.5-7b",3,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k with gpt-3.5 vs. gpqa with qwen2.5-7b), so the apparent difference is due to different setups, not a contradiction in the core finding."
5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,12,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets and models), so the apparent difference is due to different setups rather than a contradiction in the core finding."
5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,13,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k with gpt-3.5 vs. system-2 benchmarks with qwen model), so the apparent difference is due to different setups rather than a genuine contradiction."
5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,14,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,No_Contradiction,"The two claims are identical in statement and conditions, so they agree with each other rather than contradicting."
5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k with gpt-3.5 vs. tag configuration with qwq), so the apparent difference is due to different setups rather than a genuine contradiction."
6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets and models), so the apparent difference is due to the setups, not a contradiction in the core finding."
6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ in experimental conditions (different datasets, models, and sampling parameters), so any apparent contradiction is due to these differing setups rather than a genuine scientific dispute."
6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (datasets and models used), so the apparent difference is due to different setups rather than a contradiction in the core finding."
6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,10,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,No_Contradiction,"The two claims are about different subjects—one tests Chain-of-Thought on the gpqa diamond dataset with Sonnet 3.5, while the other tests it on the sleepcot dataset in the sleep domain, so they do not contradict each other."
6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,11,2601.03649,SyncThink: A Training-Free Strategy to Align Inference Termination with Reasoning Saturation,Chain-of-Thought improves Arithmetic Accuracy,"gpqa, qwen2.5-7b",3,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ in experimental conditions (different datasets and models), so the apparent difference is due to the specific setups rather than a contradiction in the core finding."
6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,12,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets and models), so the apparent difference is due to the specific setups rather than a contradiction in the core finding."
6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,13,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different benchmarks and models), so the apparent contradiction is due to differing setups rather than a genuine scientific dispute."
6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,14,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ in experimental conditions (different datasets—gpqa diamond vs gsm8k—and different models—sonnet 3.5 vs gpt-3.5), so the apparent difference is due to different setups, not a contradiction in the core claim."
6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gpqa diamond with sonnet 3.5 vs. tag configuration with qwq), so the apparent difference is due to different setups, not a genuine contradiction."
7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different models, datasets, and prompting settings), so the apparent difference is due to different setups rather than a contradiction in the core finding."
7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.25)
7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,10,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only because they were tested under different experimental conditions (halueval with gpt-3.5-turbo vs. sleepcot in the sleep domain), so the apparent difference is due to the change in setup, not a genuine contradiction."
7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,11,2601.03649,SyncThink: A Training-Free Strategy to Align Inference Termination with Reasoning Saturation,Chain-of-Thought improves Arithmetic Accuracy,"gpqa, qwen2.5-7b",3,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (halueval with gpt-3.5-turbo vs. gpqa with qwen2.5-7b), so the apparent difference is due to different setups rather than a contradiction in the core finding."
7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,12,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets and model variants), so the apparent difference is due to different setups rather than a contradiction in the core finding."
7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,13,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different models and benchmarks), so they would likely agree under the same conditions."
7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,14,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state the same relationship (Chain-of-Thought improves Arithmetic Accuracy), but they differ only in the experimental conditions (halueval vs gsm8k datasets and gpt-3.5-turbo vs gpt-3.5 models), so the apparent difference is due to different experimental setups."
7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (halueval with gpt-3.5-turbo vs. tag configuration with qwq), so the apparent difference is due to different setups rather than a contradiction in the core finding."
8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets, models, and settings), so the apparent contradiction is due to different experimental setups rather than a genuine disagreement."
